transaction_id,customer_id,amount,transaction_type,location_country,channel,time_of_day,txn_frequency_30d,account_age_days,customer_risk_band
TXN00340,CUST011,3741.82,SWIFT,Singapore,ATM,Morning,14,290,Low
TXN00341,CUST001,3933.24,NEFT,Germany,ATM,Night,18,330,Medium
TXN00342,CUST011,2705.34,RTGS,India,Web,Night,12,659,Low
TXN00343,CUST018,1860.38,SWIFT,UAE,Web,Morning,15,891,Low
TXN00344,CUST003,1575.39,SWIFT,UAE,Web,Afternoon,14,1001,Low
TXN00345,CUST015,12268.23,RTGS,India,ATM,Morning,11,1174,Low
TXN00346,CUST007,9302.33,Crypto,Singapore,ATM,Night,13,334,Low
TXN00347,CUST006,18589.92,NEFT,UAE,Web,Afternoon,19,1772,Medium
TXN00348,CUST005,8167.63,IMPS,Germany,POS,Morning,15,363,Medium
TXN00349,CUST020,587.81,SWIFT,Singapore,Web,Night,5,227,High
TXN00350,CUST013,1984.64,NEFT,UAE,Mobile,Morning,9,720,Low
TXN00351,CUST014,424.62,SWIFT,Germany,Mobile,Afternoon,25,246,Low
TXN00352,CUST018,10192.1,NEFT,Nigeria,Mobile,Night,20,524,Medium
TXN00353,CUST011,7375.8,RTGS,Singapore,Web,Afternoon,13,180,Medium
TXN00354,CUST018,304.32,SWIFT,Germany,ATM,Night,13,775,Medium
TXN00355,CUST001,13201.28,SWIFT,USA,Mobile,Afternoon,10,1044,Medium
TXN00356,CUST005,11165.79,NEFT,USA,POS,Morning,14,115,Medium
TXN00357,CUST002,2947.83,Crypto,Germany,Mobile,Afternoon,13,1198,High
TXN00358,CUST017,17771.3,SWIFT,UAE,Web,Afternoon,22,1340,Low
TXN00359,CUST008,10755.37,IMPS,USA,POS,Night,14,1655,Medium
TXN00360,CUST007,4285.91,Crypto,Singapore,Mobile,Night,10,604,Medium
TXN00361,CUST016,37798.63,NEFT,USA,POS,Night,14,614,Low
TXN00362,CUST004,948.4,NEFT,USA,ATM,Night,12,1663,Medium
TXN00363,CUST004,5177.5,RTGS,Singapore,Web,Morning,13,1507,Low
TXN00364,CUST018,23164.37,IMPS,India,ATM,Afternoon,20,1418,Low
TXN00365,CUST005,17028.38,Crypto,Germany,Mobile,Night,10,1654,Medium
TXN00366,CUST007,3980.64,IMPS,Singapore,ATM,Morning,16,172,Low
TXN00367,CUST002,11889.77,RTGS,UAE,Mobile,Morning,14,334,Low
TXN00368,CUST008,7889.69,Crypto,UAE,ATM,Night,14,1320,High
TXN00369,CUST009,9249.5,RTGS,Nigeria,Mobile,Night,17,971,Medium
TXN00370,CUST008,6940.38,RTGS,USA,ATM,Afternoon,19,1186,Low
TXN00371,CUST013,5088.66,NEFT,UAE,POS,Afternoon,16,812,Low
TXN00372,CUST010,5014.78,SWIFT,USA,ATM,Night,16,393,High
TXN00373,CUST009,31127.99,RTGS,Nigeria,Web,Morning,21,744,High
TXN00374,CUST015,4781.56,RTGS,Singapore,ATM,Night,11,816,High
TXN00375,CUST014,1069.4,Crypto,India,Mobile,Afternoon,15,1617,High
TXN00376,CUST019,11089.54,RTGS,India,Web,Afternoon,22,1701,Medium
TXN00377,CUST002,3729.61,RTGS,India,ATM,Night,16,1998,Medium
TXN00378,CUST008,37603.86,IMPS,Nigeria,POS,Night,19,1316,Medium
TXN00379,CUST011,11429.34,NEFT,USA,Mobile,Morning,11,1636,Low
TXN00380,CUST001,3499.52,RTGS,Nigeria,POS,Morning,19,981,Low
TXN00381,CUST006,32948.63,IMPS,USA,POS,Morning,15,1438,Medium
TXN00382,CUST007,4676.22,Crypto,India,ATM,Morning,15,170,Low
TXN00383,CUST010,9203.28,NEFT,Nigeria,ATM,Night,12,39,Low
TXN00384,CUST002,1920.97,IMPS,UAE,Mobile,Afternoon,13,181,Low
TXN00385,CUST009,4360.6,IMPS,Germany,POS,Afternoon,12,79,Medium
TXN00386,CUST017,13166.12,SWIFT,UAE,POS,Night,10,610,Low
TXN00387,CUST017,1839.4,RTGS,Germany,POS,Morning,11,1485,High
TXN00388,CUST016,3743.62,SWIFT,Nigeria,Web,Morning,12,1576,Low
TXN00389,CUST018,2638.97,IMPS,USA,Mobile,Morning,14,1307,Medium
TXN00390,CUST010,1528.88,SWIFT,UAE,Mobile,Morning,12,1711,Low
TXN00391,CUST012,5180.5,Crypto,USA,POS,Night,14,1806,Medium
TXN00392,CUST020,159.48,SWIFT,UAE,POS,Night,13,1633,Medium
TXN00393,CUST009,12885.83,Crypto,Germany,Mobile,Afternoon,16,1035,Low
TXN00394,CUST005,3077.43,NEFT,Nigeria,ATM,Afternoon,17,102,Low
TXN00395,CUST012,3906.33,SWIFT,Singapore,Web,Night,11,737,Low
TXN00396,CUST018,5841.31,Crypto,USA,Web,Afternoon,19,457,Medium
TXN00397,CUST005,2661.97,SWIFT,Nigeria,ATM,Morning,15,1615,Medium
TXN00398,CUST010,11398.47,Crypto,USA,Web,Morning,12,371,Low
TXN00399,CUST020,11071.09,RTGS,Nigeria,ATM,Afternoon,16,1851,Medium
TXN00400,CUST013,4058.19,Crypto,India,Web,Morning,16,482,Low
TXN00401,CUST011,1927.39,IMPS,UAE,ATM,Afternoon,17,237,Medium
TXN00402,CUST012,5267.48,Crypto,Nigeria,Mobile,Morning,14,1065,Low
TXN00403,CUST006,4270.54,NEFT,Singapore,ATM,Afternoon,17,1709,Medium
TXN00404,CUST010,4821.19,RTGS,Germany,POS,Afternoon,18,315,Medium
TXN00405,CUST020,7359.67,SWIFT,Singapore,ATM,Night,16,1796,Low
TXN00406,CUST004,20001.59,Crypto,Singapore,Web,Afternoon,16,1553,Medium
TXN00407,CUST006,12335.55,NEFT,UAE,POS,Afternoon,12,370,Low
TXN00408,CUST019,4251.4,RTGS,Singapore,ATM,Afternoon,12,864,Low
TXN00409,CUST020,5058.07,IMPS,UAE,POS,Afternoon,14,340,Low
TXN00410,CUST014,1764.56,RTGS,Singapore,Web,Afternoon,19,1369,Medium
TXN00411,CUST011,19066.65,NEFT,Nigeria,Mobile,Morning,14,1723,Low
TXN00412,CUST016,12780.57,IMPS,USA,Web,Night,10,1579,High
TXN00413,CUST007,843.81,SWIFT,USA,Mobile,Night,14,159,Low
TXN00414,CUST006,2531.06,Crypto,Singapore,Web,Afternoon,24,295,Medium
TXN00415,CUST017,17286.75,Crypto,Singapore,Web,Night,22,1163,Low
TXN00416,CUST001,22853.51,SWIFT,Singapore,POS,Afternoon,19,512,Low
TXN00417,CUST020,5086.0,RTGS,India,Web,Night,10,1445,Medium
TXN00418,CUST015,6505.36,SWIFT,Singapore,Web,Morning,15,1226,Low
TXN00419,CUST003,7974.63,RTGS,Germany,POS,Morning,13,1711,Medium
TXN00420,CUST014,3253.88,IMPS,Germany,Mobile,Morning,20,72,Low
TXN00421,CUST008,9665.0,NEFT,Singapore,POS,Morning,17,1040,Low
TXN00422,CUST002,8311.25,IMPS,Germany,Web,Night,11,411,Medium
TXN00423,CUST016,52719.32,Crypto,Germany,Web,Night,10,219,High
TXN00424,CUST009,3084.12,NEFT,Singapore,Mobile,Night,11,638,Low
TXN00425,CUST017,7121.71,RTGS,Germany,Web,Afternoon,16,849,Medium
TXN00426,CUST003,10663.11,Crypto,India,Mobile,Morning,19,797,Low
TXN00427,CUST020,2164.44,SWIFT,Nigeria,Mobile,Morning,13,1579,Low
TXN00428,CUST007,1946.62,SWIFT,Singapore,Web,Morning,14,1236,Low
TXN00429,CUST004,5381.18,Crypto,USA,ATM,Afternoon,15,1644,Medium
TXN00430,CUST017,8726.29,SWIFT,Singapore,ATM,Night,17,930,Medium
TXN00431,CUST007,2423.29,SWIFT,Germany,POS,Afternoon,25,1024,Low
TXN00432,CUST002,3090.43,SWIFT,UAE,ATM,Afternoon,17,1821,Medium
TXN00433,CUST001,1032.32,SWIFT,Nigeria,Mobile,Morning,15,1617,Low
TXN00434,CUST007,2790.24,RTGS,Singapore,Mobile,Afternoon,17,1786,Low
TXN00435,CUST005,5016.62,NEFT,Nigeria,ATM,Afternoon,14,426,Low
TXN00436,CUST011,1428.84,IMPS,Nigeria,POS,Morning,9,454,Low
TXN00437,CUST003,11651.84,SWIFT,Nigeria,Web,Morning,14,1063,Low
TXN00438,CUST003,26638.26,IMPS,Singapore,Mobile,Morning,12,1337,Low
TXN00439,CUST008,10139.08,RTGS,Singapore,ATM,Morning,17,985,Low
TXN00440,CUST013,5989.64,RTGS,UAE,POS,Night,20,969,High
TXN00441,CUST007,7178.95,Crypto,Nigeria,Web,Morning,17,1558,Low
TXN00442,CUST015,13712.37,RTGS,Singapore,Mobile,Afternoon,17,1536,Low
TXN00443,CUST005,121.82,IMPS,Nigeria,Web,Night,24,1879,Low
TXN00444,CUST015,6197.98,SWIFT,USA,POS,Night,13,802,Low
TXN00445,CUST012,10797.0,RTGS,India,ATM,Night,18,1603,Low
TXN00446,CUST001,862.31,Crypto,Germany,ATM,Afternoon,15,1701,Medium
TXN00447,CUST002,14663.04,Crypto,UAE,Web,Afternoon,16,975,Low
TXN00448,CUST014,104.82,IMPS,Singapore,ATM,Night,12,1670,Low
TXN00449,CUST004,10325.56,NEFT,India,Mobile,Morning,15,399,Low
TXN00450,CUST014,3889.26,SWIFT,India,ATM,Afternoon,10,799,Medium
TXN00451,CUST002,9210.06,NEFT,Germany,Mobile,Night,16,1341,High
TXN00452,CUST019,9584.15,RTGS,USA,Mobile,Night,10,302,Low
TXN00453,CUST014,26322.52,NEFT,India,POS,Afternoon,11,1880,Medium
TXN00454,CUST009,7987.12,Crypto,Singapore,POS,Morning,14,443,Low
TXN00455,CUST014,26355.09,IMPS,India,Mobile,Night,17,142,Low
TXN00456,CUST014,10379.24,Crypto,Nigeria,POS,Morning,12,1684,Medium
TXN00457,CUST004,21141.88,IMPS,UAE,Web,Night,12,178,High
TXN00458,CUST011,14066.68,IMPS,UAE,Web,Afternoon,14,1413,Medium
TXN00459,CUST001,8160.23,IMPS,Nigeria,Mobile,Afternoon,11,285,Medium
TXN00460,CUST015,7875.17,SWIFT,India,Web,Morning,6,570,Medium
TXN00461,CUST019,11561.29,SWIFT,USA,Mobile,Morning,15,1097,Low
TXN00462,CUST015,13197.64,SWIFT,Nigeria,Web,Afternoon,15,725,Medium
TXN00463,CUST006,9465.97,NEFT,UAE,ATM,Afternoon,9,1083,Low
TXN00464,CUST002,20661.14,Crypto,India,Mobile,Afternoon,17,1164,High
TXN00465,CUST002,1753.64,Crypto,India,Web,Night,16,1929,High
TXN00466,CUST011,12963.14,SWIFT,USA,Web,Night,14,1544,High
TXN00467,CUST005,3724.11,RTGS,USA,POS,Night,16,141,Medium
TXN00468,CUST014,15315.13,Crypto,India,ATM,Night,16,631,Medium
TXN00469,CUST011,18323.56,NEFT,India,ATM,Morning,19,1686,Low
TXN00470,CUST020,31718.37,IMPS,USA,ATM,Afternoon,13,1808,Medium
TXN00471,CUST014,18449.73,Crypto,Germany,Web,Morning,15,727,Low
TXN00472,CUST010,4593.56,NEFT,USA,POS,Morning,14,565,Low
TXN00473,CUST012,2448.9,RTGS,USA,ATM,Morning,10,851,Low
TXN00474,CUST018,11894.72,RTGS,Germany,POS,Afternoon,13,1073,Low
TXN00475,CUST005,5147.12,IMPS,USA,POS,Night,20,1568,High
TXN00476,CUST011,670.52,Crypto,India,Web,Afternoon,16,929,Low
TXN00477,CUST018,542.49,SWIFT,Singapore,Mobile,Morning,15,1968,Medium
TXN00478,CUST014,3144.65,IMPS,Germany,POS,Night,19,1931,Low
TXN00479,CUST004,1613.43,RTGS,UAE,ATM,Night,17,1367,Low
TXN00480,CUST009,12299.09,RTGS,India,ATM,Afternoon,19,461,Low
TXN00481,CUST013,4675.47,RTGS,UAE,POS,Afternoon,10,510,High
TXN00482,CUST019,927.74,IMPS,Nigeria,POS,Morning,11,792,Low
TXN00483,CUST001,14549.52,NEFT,UAE,Web,Afternoon,18,190,Medium
TXN00484,CUST003,5468.81,IMPS,Nigeria,Mobile,Morning,17,428,Low
TXN00485,CUST004,5274.72,RTGS,Nigeria,POS,Night,19,166,Medium
TXN00486,CUST016,30020.07,IMPS,Germany,POS,Morning,11,167,Medium
TXN00487,CUST001,4072.34,NEFT,Singapore,Web,Morning,19,1902,High
TXN00488,CUST002,26538.02,IMPS,India,Mobile,Morning,19,576,Low
TXN00489,CUST005,5615.17,NEFT,Nigeria,Mobile,Night,11,1127,Low
TXN00490,CUST013,27702.44,SWIFT,Germany,ATM,Afternoon,17,667,Medium
TXN00491,CUST015,13017.3,Crypto,India,ATM,Afternoon,15,1366,Medium
TXN00492,CUST002,70.54,RTGS,Nigeria,ATM,Afternoon,7,1417,Low
TXN00493,CUST014,1454.35,RTGS,USA,ATM,Morning,18,577,Low
TXN00494,CUST018,134.93,NEFT,USA,Mobile,Afternoon,12,1395,Low
TXN00495,CUST009,3034.13,NEFT,Nigeria,ATM,Morning,12,661,Medium
TXN00496,CUST012,36822.87,Crypto,India,POS,Morning,13,1782,Medium
TXN00497,CUST001,14992.86,IMPS,USA,ATM,Morning,8,1749,High
TXN00498,CUST002,476.16,Crypto,Singapore,POS,Afternoon,16,1586,Low
TXN00499,CUST013,7601.86,SWIFT,Germany,Mobile,Night,14,668,Low
